source	SYMBOL	GENEID	DB_ID	NS-SCORE	NWS-SCORE	ND-SCORE	NWD-SCORE	Z-SCORE	WEIGHT FACTOR	RATIO	AVE. APSM	FOUND IN	DESCRIPTION
293T_HA-HERC2_F6	LRRC1	55227	sp|Q9BTT6-2|LRRC1_HUMAN	0.58	0.53	1.75	1.5	3.1	1	4/191	1	2	leucine rich repeat containing 1
293T_HA-HERC2_F6	RHOT2	89941	sp|Q8IXI1|MIRO2_HUMAN	0.58	0.53	1.75	1.5	5.11	1	4/191	1	2	ras homolog gene family, member T2
293T_HA-HERC2_F6	PFDN5	5204	sp|Q99471|PFD5_HUMAN	0.77	0.7	1.73	1.49	5.6	1	7/191	3	2	prefoldin subunit 5
293T_HA-HERC2_F6	GCN1L1	10985	sp|Q92616|GCN1L_HUMAN	0.72	0.92	0.85	1.42	2.84	1.94	26/191	10	2	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)
293T_HA-HERC2_F6	PFDN4	5203	sp|Q9NQP4|PFD4_HUMAN	0.67	0.61	1.65	1.41	6.96	1	6/191	2	2	prefoldin subunit 4
293T_HA-HERC2_F6	IQGAP1	8826	sp|P46940|IQGA1_HUMAN	0.67	0.61	1.65	1.41	7.84	1	6/191	2	2	IQ motif containing GTPase activating protein 1
293T_HA-HERC2_F6	SLC25A12	8604	sp|O75746|CMC1_HUMAN	0.86	0.79	1.56	1.34	7.8	1	11/191	6	2	solute carrier family 25 (mitochondrial carrier, Aralar), member 12
293T_HA-HERC2_F6	WDR6	11180	sp|Q9NNW5|WDR6_HUMAN	0.79	0.72	1.42	1.22	11.71	1	11/191	5	2	WD repeat domain 6
293T_HA-HERC2_F6	ECD	11319	sp|O95905|SGT1_HUMAN	0.52	0.48	1.4	1.2	6.06	1	5/191	1	2	ecdysoneless homolog (Drosophila)
293T_HA-HERC2_F6	ZBTB5	9925	sp|O15062|ZBTB5_HUMAN	0.52	0.48	1.4	1.2	1.47	1	5/191	1	2	zinc finger and BTB domain containing 5
293T_HA-HERC2_F6	LRPPRC	10128	sp|P42704|LPPRC_HUMAN	1.02	1.08	0.99	1.15	7.1	1.35	38/191	29	2	leucine-rich PPR-motif containing
293T_HA-HERC2_F6	VBP1	7411	sp|P61758|PFD3_HUMAN	0.75	0.69	1.3	1.12	7.61	1	12/191	5	2	von Hippel-Lindau binding protein 1
293T_HA-HERC2_F6	XPOT	11260	sp|O43592|XPOT_HUMAN	0.54	0.59	0.87	1.06	2.4	1.43	14/191	3	2	exportin, tRNA (nuclear export receptor for tRNAs)
293T_HA-HERC2_F6	VDAC2	7417	sp|P45880-1|VDAC2_HUMAN	0.58	0.53	1.24	1.06	4.47	1	8/191	2	2	voltage-dependent anion channel 2
293T_HA-HERC2_F6	RPS27L	51065	sp|Q71UM5|RS27L_HUMAN	0.64	0.58	1.21	1.04	5.04	1	10/191	3	2	ribosomal protein S27-like
293T_HA-HERC2_F6	ADCK3	56997	sp|Q8NI60-3|ADCK3_HUMAN	0.48	0.43	1.17	1	5.71	1	6/191	1	2	aarF domain containing kinase 3
293T_HA-HERC2_F6	PFDN6	10471	sp|O15212|PFD6_HUMAN	0.48	0.43	1.17	1	2.29	1	6/191	1	2	prefoldin subunit 6
293T_HA-HERC2_F6	GNL3L	54552	sp|Q9NVN8|GNL3L_HUMAN	0.48	0.43	1.17	1	5.71	1	6/191	1	2	guanine nucleotide binding protein-like 3 (nucleolar)-like
293T_HA-HERC2_F6	EPHA7	2045	sp|Q15375-2|EPHA7_HUMAN	0.48	0.43	1.17	1	1.49	1	6/191	1	2	EPH receptor A7
